Temperature(K),L1
6.3404846046814900E+02,1.0431078483205900E-25
6.8694579654739900E+02,1.1862154832144000E-25
7.4291881003324400E+02,1.3405060867890500E-25
8.0248728911733300E+02,1.5082133378958700E-25
8.6646636687752900E+02,1.6902528423649100E-25
9.3597575941710700E+02,1.8907002264141300E-25
1.0124318129651300E+03,2.1129881927534600E-25
1.0975201062909700E+03,2.3593073903381600E-25
1.1931139808781700E+03,2.6376891003156400E-25
1.3012572737569800E+03,2.9561202031146500E-25
1.4240706607168300E+03,3.3215732396739800E-25
1.5636968288858500E+03,3.7455323215544700E-25
1.7222267938438300E+03,4.2375907045425400E-25
1.9016583526539500E+03,4.8099328685779800E-25
2.1038889669838100E+03,5.4740618981766000E-25
2.3307157848159900E+03,6.2452374020993500E-25
2.5838755708095400E+03,7.1413734696789500E-25
2.8651281907578400E+03,8.1785082643330200E-25
3.1763154734224400E+03,9.3754084578076700E-25
3.5194794730712200E+03,1.0752316779391800E-24
3.8968544376734800E+03,1.2329011848343400E-24
4.3110061920077200E+03,1.4127520126740500E-24
4.7648664806858700E+03,1.6171460267184800E-24
5.2617558049597700E+03,1.8489588765010700E-24
5.8054242589493600E+03,2.1116852228399400E-24
6.4000780920756200E+03,2.4100071210648100E-24
7.0503428047854800E+03,2.7491755367628300E-24
7.7614341393010500E+03,3.1394378190018300E-24
8.5391265433028600E+03,3.5878450252093800E-24
9.3897464091526400E+03,4.1056354741496200E-24
1.0322524633872200E+04,4.5580377530777700E-24
1.1352051043602500E+04,4.7911791029797600E-24
1.2477551345330200E+04,5.1409301103744400E-24
1.3703936513225700E+04,5.8165526493100700E-24
1.5033260467936500E+04,7.1614978796784900E-24
1.6470706145098300E+04,9.2542419209705200E-24
1.8041427570761800E+04,1.1657934428052500E-23
1.9787645866704600E+04,1.3457164533881600E-23
2.1702096022800700E+04,1.5410594640441000E-23
2.3793997530632600E+04,1.7850462590175700E-23
2.6074731699917800E+04,2.1009787709946300E-23
2.8559255205389000E+04,2.5075309853107000E-23
3.1274127334413000E+04,3.0197832213184700E-23
3.4232898757476200E+04,3.6332861995863300E-23
3.7455144309361600E+04,4.3569168095454100E-23
4.0980790761644000E+04,5.1993413099341800E-23
4.2565724515958500E+04,4.1604419829952300E-21
4.2918573091617400E+04,4.3733579953727600E-21
4.3647531467990500E+04,4.0693414022204700E-21
4.4655147463998400E+04,4.7578993535074800E-21
4.4832428587913200E+04,6.1584585699930500E-23
4.6290411793336300E+04,4.0338919620147900E-21
4.7902559164938000E+04,5.2956715341733400E-21
4.9057852153106300E+04,7.2016048764105400E-23
5.2302357902733200E+04,4.0762420208038300E-21
5.3465008424520500E+04,6.1297684745941700E-21
5.3687947010601200E+04,8.3489904021406400E-23
5.8774949820063900E+04,9.6291570726215000E-23
6.1747853360280000E+04,6.9291968008494000E-21
6.4346676325935000E+04,1.1073733705083800E-22
6.5698025852272800E+04,3.6180800009828200E-21
7.0446020118513400E+04,1.2717378593589000E-22
7.3720993830130100E+04,7.1295717200489000E-21
7.7152619121410200E+04,1.4458788032312900E-22
8.4569686715944200E+04,1.6164921588738000E-22
8.6390489912135400E+04,2.1010360117101300E-21
8.9087422424930200E+04,6.1375874343059200E-21
9.2677670560460900E+04,1.7957034135469700E-22
1.0073328928135200E+05,2.4539576292636800E-22
1.0182849013889000E+05,3.5565071878603400E-21
1.0546823837019000E+05,1.0133582381647900E-21
1.0633758839392500E+05,3.0182505930368700E-20
1.1036960733827800E+05,2.3318813667003200E-20
1.1281278808519200E+05,1.2311099806197100E-21
1.7486885946655000E+05,1.5184806118484200E-21
1.9450787761134300E+05,1.6722891240371700E-20
2.0638926504986700E+05,1.8041182851481500E-21
2.1309873581901100E+05,1.7610045639706000E-20
2.1606762975113000E+05,5.1301577709798900E-20
2.2939235197808000E+05,1.9300989204909200E-20
2.3586536256698200E+05,2.1010801254799700E-21
2.6406451866564400E+05,2.3335318426131900E-21
2.9170943732071800E+05,9.1174865823032800E-20
3.0467646029916000E+05,2.3998092204322200E-21
3.4630109237291300E+05,2.3757099107770400E-21
3.5871120861215000E+05,9.6695166314237700E-20
3.5913894741478500E+05,6.3829694527444100E-21
3.6369958164705100E+05,2.7979305016260500E-20
3.8301609277595700E+05,2.3886767019198300E-21
5.2122521212569500E+05,1.3562562701314900E-20
5.5698778866069000E+05,2.4461884578923000E-21
6.4637706602851600E+05,7.7371587805063400E-21
7.0378623280534600E+05,4.6216914335120600E-21
7.9031802728583900E+05,4.1499307678496700E-21
9.7375880534792100E+05,3.3749036636692700E-21
1.0197928865529100E+06,7.5036366140163900E-21
1.3128788222318100E+06,1.0411239292828900E-20
1.4727549837638600E+06,5.1467346288485800E-22
1.5680832657693100E+06,1.2590371059483700E-20
1.6097206134138700E+06,4.6789657536373100E-22
2.2876478531064300E+06,2.8192059039954400E-22
2.5440126450850700E+06,9.3187036702966700E-22
3.3901923971562300E+06,2.1029214436244300E-22
3.7761464424373400E+06,1.6628092015758500E-22
3.9351419925003200E+06,2.3011434720768300E-22
3.9579039276774700E+06,3.1287981272622400E-22
4.6845359474459600E+06,1.5798355893016800E-22
5.2693013359096000E+06,1.3144329656669500E-22
5.5009252750714800E+06,1.7226914818357200E-22
6.9265216561478700E+06,1.1239308884989000E-22
8.6617748304717500E+06,1.2636008563157900E-22
1.0303606760839000E+07,1.4151171027991100E-22
1.1349919492090000E+07,1.5196660129881900E-22
1.2457733666158200E+07,1.6240422507058700E-22
1.3710178986249500E+07,1.7391000351146400E-22
1.4982418200099200E+07,1.8584895395011200E-22
1.6374162825525000E+07,1.9951020691858700E-22
1.8329696389486800E+07,2.2188690928157700E-22
2.0188666003542300E+07,2.5016134046716900E-22
2.1753190940716100E+07,2.5743562540499900E-22
2.4189453557151500E+07,2.8565798626507000E-22
2.6390994353452100E+07,3.0978452708444900E-22
2.9317188272341400E+07,3.5527264054294900E-22
3.2048574373843300E+07,3.7568716035835300E-22
3.5273654223285600E+07,4.2052677473657200E-22
3.8669736773251400E+07,4.5541847143934700E-22
4.2488611175045900E+07,5.0586083952507100E-22
4.6635607933274400E+07,5.5354889049217400E-22
5.1121336046813100E+07,6.0624801927081300E-22
5.6117567555323500E+07,6.6904613599391200E-22
6.0897853335615800E+07,7.3390909945513900E-22
6.1544861602272600E+07,7.3589748594449600E-22
6.7518134130494100E+07,8.1161192955276100E-22
7.4093251262200000E+07,8.9623138451345500E-22
8.1278843693542100E+07,9.9026740558229800E-22
8.9222212347913900E+07,1.0957205771748100E-21
9.7830213268488400E+07,1.2113348713586300E-21
1.0738502792590500E+08,1.3422646046254300E-21
1.1781849488001300E+08,1.4869932418839600E-21
1.2928164596665700E+08,1.6495493506960200E-21
1.4190937829205700E+08,1.8338611171036800E-21
1.5564342642675100E+08,2.0337314711972500E-21
1.8716519397393300E+08,2.5115367780160900E-21
2.0054240616114600E+08,2.7202155808799600E-21
2.2532047399494200E+08,3.1156243322292300E-21
2.4706539859165700E+08,3.4718914111927300E-21
2.7136371779448600E+08,3.8801797498383100E-21
2.9775078203078100E+08,4.3342378778936400E-21
3.2664854894941300E+08,4.8445184020423100E-21
3.5834527078473600E+08,5.4187176333821500E-21
3.9311233318167700E+08,6.0648111145622000E-21
4.3124863849823400E+08,6.7941029087852600E-21
4.7307792741946200E+08,7.6164629445061600E-21
5.1895384982709700E+08,8.5438470359187200E-21
5.6903196813075500E+08,9.5879032774791500E-21
