Temperature(K),L1
6.2336877655000900E+07,6.6145947851217300E-22
6.8382624943232200E+07,7.2980900152551900E-22
7.5014713961608500E+07,8.0572142362067000E-22
8.2290008536670900E+07,8.9021510718957900E-22
9.0270888626788200E+07,9.8429204948188400E-22
9.9025784659852500E+07,1.0890111245069900E-21
1.0862976096114200E+08,1.2058065028641700E-21
1.1916516279107500E+08,1.3361706861728700E-21
1.3072232306165500E+08,1.4816241745120100E-21
1.4340033192918800E+08,1.6441915587058800E-21
1.5730788967764800E+08,1.8261016019178500E-21
1.7256424164807200E+08,2.0295585624111400E-21
1.8930019337074200E+08,2.2574463066704200E-21
2.0765923491477500E+08,2.5130759379118500E-21
2.2779877751165700E+08,2.7996558507883300E-21
2.4989149238297200E+08,3.1213371328247700E-21
2.7412679317085800E+08,3.4830500718633900E-21
3.0071247167708000E+08,3.8894963988756800E-21
3.2987646360866400E+08,4.3466820724198000E-21
3.6186880290037700E+08,4.8619465047695400E-21
3.9696378531476500E+08,5.4422318261221300E-21
4.3546229736603600E+08,6.0962947467159800E-21
4.7769439271895900E+08,6.8350707574223500E-21
5.2402215416265300E+08,7.6688444146292300E-21
5.7484276504951600E+08,8.6104399864762300E-21
6.3059190549280000E+08,9.6761862234252300E-21
