Temperature(K),L1
3.5775602088235800E+07,1.2538889025028800E-23
3.9245332913721600E+07,1.2781818087355700E-23
4.3051578171788100E+07,1.3079924786302100E-23
4.7226975055531100E+07,1.3425808614044500E-23
5.1807326072226700E+07,1.3816625202632600E-23
5.6831906058913300E+07,1.4250157687472400E-23
6.2343798934852600E+07,1.4727679809619500E-23
6.8390267172008800E+07,1.5245874177055300E-23
7.5023157027843300E+07,1.5801731286051700E-23
8.2299343100381800E+07,1.6393723874521300E-23
9.0281216011031700E+07,1.7021050679716100E-23
9.9037217363769100E+07,1.7686919885078500E-23
1.0864242661269000E+08,1.8396689564243000E-23
1.1917920489376400E+08,1.9149255973882300E-23
1.3073790117501200E+08,1.9948366174716000E-23
1.4341762698814700E+08,2.0798682790505900E-23
1.5732710627039800E+08,2.1706565946235400E-23
1.7258560762704500E+08,2.2680212960727400E-23
1.8932396705501200E+08,2.3723421227383300E-23
2.0768570977928300E+08,2.4841366251586300E-23
2.2782828092740300E+08,2.6040682978676800E-23
2.4992439554248100E+08,2.7333244491777300E-23
2.7416351958512900E+08,2.8730239610590900E-23
3.0075349456107200E+08,3.0236895971699300E-23
3.2992231960499800E+08,3.1867192514940400E-23
3.6192010653431000E+08,3.3635600768458600E-23
3.9702122445729800E+08,3.5558600507602500E-23
4.3552665234325400E+08,3.7662228104296600E-23
4.7776655991204200E+08,3.9963723939346700E-23
5.2410313861983300E+08,4.2488402704201600E-23
5.7493370734300000E+08,4.5265315615773800E-23
6.3069411923199500E+08,4.8329006909055900E-23
